race_id,race_date,distance,rank,bracket,horse_number,horse_name,horse_id,jockey_name,jockey_id,sex,age,weight_carried,field_size,horse_runs,horse_win_rate,horse_place_rate,horse_show_rate,horse_avg_rank,horse_recent_win_rate,horse_recent_show_rate,horse_recent_avg_rank,last_rank,jockey_win_rate,jockey_place_rate,jockey_show_rate
202444123003,20244412,1200,9.0,4,6,ヒャクモノガタリ,2021101450,山崎誠士,05365,牝,3.0,54.0,14,20,0.1,0.15,0.3,4.75,0.0,0.2,5.0,5,0,0,0
202444123003,20244412,1200,10.0,5,8,ワタシハサイキョウ,2021106185,☆鷹見陸,05665,牡,3.0,55.0,14,20,0.1,0.3,0.45,4.95,0.0,0.0,9.6,8,0,0,0
202444123003,20244412,1200,11.0,6,10,アークグロリアス,2021106860,横川怜央,a0278,牡,3.0,56.0,14,20,0.3,0.55,0.7,2.6,0.4,1.0,1.6,1,0,0,0
202444123003,20244412,1200,12.0,8,14,アタミフラッシュ,2021106388,落合玄太,05578,牡,3.0,56.0,14,20,0.25,0.4,0.6,3.5,0.2,0.6,4.4,8,0,0,0
202444123003,20244412,1200,13.0,7,12,スレイプナー,2021100487,野畑凌,05630,牝,3.0,54.0,14,20,0.05,0.25,0.45,4.6,0.0,0.2,5.4,3,0,0,0
202444123003,20244412,1200,14.0,8,13,ラパンリュネール,2021104849,▲千野稜真,a056c,牝,3.0,51.0,14,16,0.375,0.625,0.75,2.8125,0.4,1.0,1.6,1,0,0,0
202444123007,20244412,1200,1.0,1,1,ハセノブライアン,2022107078,本橋孝太,05488,牡,2.0,56.0,9,19,0.0,0.0,0.05263157894736842,8.947368421052632,0.0,0.0,10.8,10,0,0,0
202444123007,20244412,1200,2.0,5,5,ハーフブルー,2022107209,笹川翼,05524,牝,2.0,54.0,9,15,0.0,0.06666666666666667,0.13333333333333333,7.6,0.0,0.0,10.8,10,0,0,0
202444123007,20244412,1200,3.0,2,2,ヤマノファルコン,2022102466,阿部龍,05492,牡,2.0,55.0,9,14,0.0,0.07142857142857142,0.2857142857142857,5.785714285714286,0.0,0.0,6.8,6,0,0,0
202444123007,20244412,1200,4.0,3,3,コーラルキング,2022100559,達城龍次,05540,牡,2.0,55.0,9,20,0.0,0.0,0.1,6.75,0.0,0.0,9.8,9,0,0,0
202444123007,20244412,1200,5.0,8,9,リュウノマジシャン,2022109056,横川怜央,a0278,牡,2.0,55.0,9,20,0.1,0.15,0.25,5.75,0.0,0.0,9.0,11,0,0,0
202444123007,20244412,1200,6.0,4,4,ボディコンシャス,2022104299,△谷内貫太,05650,牝,2.0,52.0,9,20,0.0,0.0,0.0,9.1,0.0,0.0,11.0,11,0,0,0
202444123007,20244412,1200,7.0,7,7,キエティスム,2022103079,矢野貴之,05380,牡,2.0,55.0,9,15,0.0,0.0,0.0,8.6,0.0,0.0,11.2,11,0,0,0
202444123007,20244412,1200,8.0,8,8,バブリングストーン,2022102630,安藤洋一,a025f,牡,2.0,55.0,9,19,0.10526315789473684,0.15789473684210525,0.21052631578947367,4.842105263157895,0.0,0.0,5.4,5,0,0,0
202444123007,20244412,1200,9.0,6,6,イクスクローバー,2022100338,藤田凌,05559,牝,2.0,54.0,9,20,0.0,0.0,0.0,8.2,0.0,0.0,8.2,10,0,0,0
202444123011,20244412,1200,1.0,4,7,ビーアイフェリペ,2018102660,笹川翼,05524,牡,6.0,56.0,16,20,0.0,0.0,0.0,10.5,0.0,0.0,10.2,11,0,0,0
202444123011,20244412,1200,2.0,7,14,セントラルガバナー,2021106159,御神本訓,05404,牡,3.0,56.0,16,13,0.0,0.07692307692307693,0.23076923076923078,7.538461538461538,0.0,0.0,10.4,11,0,0,0
202444123011,20244412,1200,3.0,8,16,ナサ,2018100008,矢野貴之,05380,牝,6.0,54.0,16,20,0.0,0.0,0.0,10.35,0.0,0.0,10.8,12,0,0,0
202444123011,20244412,1200,4.0,1,2,コンチバリアシオン,2019109062,中村尚平,a0260,牡,5.0,56.0,16,20,0.0,0.0,0.0,10.25,0.0,0.0,10.2,12,0,0,0
202444123011,20244412,1200,5.0,5,10,ラペルシェール,2018101874,篠谷葵,05605,牡,6.0,56.0,16,20,0.0,0.0,0.0,10.8,0.0,0.0,10.2,9,0,0,0
202444123011,20244412,1200,6.0,6,12,フクノフードゥル,2021101307,本田正重,05443,牝,3.0,54.0,16,16,0.0,0.0,0.125,8.4375,0.0,0.0,10.8,11,0,0,0
202444123011,20244412,1200,7.0,6,11,パペッティア,2021105037,藤田凌,05559,牝,3.0,54.0,16,20,0.0,0.0,0.1,8.25,0.0,0.0,10.6,11,0,0,0
202444123011,20244412,1200,8.0,7,13,ガルヴァナイズ,2020103303,落合玄太,05578,牡,4.0,56.0,16,20,0.0,0.0,0.0,10.15,0.0,0.0,10.4,11,0,0,0
202444123011,20244412,1200,9.0,5,9,エイノスケ,2018101321,吉井章,05583,牡,6.0,56.0,16,20,0.0,0.0,0.0,10.6,0.0,0.0,10.8,11,0,0,0
202444123011,20244412,1200,10.0,2,4,キューティロメラ,2020103965,山中悠希,05598,牝,4.0,54.0,16,20,0.0,0.0,0.05,8.75,0.0,0.0,10.4,11,0,0,0
202444123011,20244412,1200,11.0,8,15,ゴールデンヨシノ,2019101606,達城龍次,05540,牡,5.0,56.0,16,20,0.0,0.0,0.0,10.4,0.0,0.0,11.2,11,0,0,0
202444123011,20244412,1200,12.0,2,3,ミセスバローズ,2018106529,本橋孝太,05488,牝,6.0,54.0,16,20,0.0,0.0,0.0,9.1,0.0,0.0,10.0,11,0,0,0
202444123011,20244412,1200,13.0,4,8,アポロリヤム,2019101263,和田譲治,05399,セ,5.0,56.0,16,20,0.0,0.0,0.0,11.05,0.0,0.0,11.2,11,0,0,0
202444123011,20244412,1200,14.0,3,6,ワンモアエフォート,2017100662,庄司大輔,a01d5,牡,7.0,56.0,16,20,0.0,0.0,0.0,10.2,0.0,0.0,9.4,5,0,0,0
202444123011,20244412,1200,15.0,3,5,ケンマキシム,2020104152,西啓太,a02d7,牡,4.0,56.0,16,20,0.0,0.0,0.0,9.9,0.0,0.0,9.6,7,0,0,0
